Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
G000429405,Bacteria,Bacteroidota,Bacteroidia,Cytophagales_B,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola,1.0
G000429605,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus hydrophilus,1.0
G000429665,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azovibrio,Azovibrio restrictus,1.0
G000438965,Bacteria,Actinomycetota,Actinomycetes,Nanopelagicales,Nanopelagicaceae,Planktophila,Planktophila sp001438925,1.0
G000438985,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Unassigned,1.0
G000441555,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Profftella,Profftella armatura,1.0
G000442255,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Salipiger,Salipiger mucosus,1.0
G000442315,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium thermophilum,1.0
G000444995,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus aminophilus,1.0
G000445105,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingobium_A_485959,Sphingobium_A_485959 lactosutens,1.0
G000445145,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingobium_A_485959,Sphingobium_A_485959 baderi,1.0
G000447205,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingobium_A_485959,Sphingobium_A_485959 ummariense,1.0
G000447795,Bacteria,Bdellovibrionota_473306,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax_A,Halobacteriovorax_A sp000447795,1.0
G000454045,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Rhodococcus_376336,Rhodococcus erythropolis,1.0
G000455525,Bacteria,Actinomycetota,Acidimicrobiia_401430,Acidimicrobiales,Microtrichaceae,Microthrix,Microthrix parvicella,1.0
G000455605,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium indicum,1.0
G000463665,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium granulosum,1.0
G000463895,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA2112,Unassigned,Unassigned,1.0
G000466165,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Peptidiphaga,Peptidiphaga sp000466165,1.0
G000466245,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces johnsonii,1.0
G000466945,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Caenibius,Caenibius tardaugens,1.0
G000466965,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,Limimaricola cinnabarinus,1.0
G000466985,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas abyssalis,1.0
G000467935,Bacteria,Bacillota_A_368345,Clostridia_258483,Tissierellales,Peptoniphilaceae,W5053,W5053 sp000467935,1.0
G000468615,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Cellulophaga_822594,Cellulophaga baltica,1.0
G000469135,Bacteria,Bacillota_I,Bacilli_A,Bacillales_D,Halobacillaceae,Halobacillus_A_288294,Halobacillus_A_288294 sp001592845,1.0
G000469155,Bacteria,Pseudomonadota,Alphaproteobacteria,Parvibaculales,RS24,Micropelagos,Micropelagos thuwalensis,1.0
G000471625,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Psychrobacter,Unassigned,1.0
G000472185,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,HIMB11,HIMB11 sp000472185,1.0
G000472425,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Bradyrhizobium_503402,Bradyrhizobium sp000472425,1.0
G000472605,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A_533952,Pelagibacter_A_533952 sp902560015,1.0
G000472805,Bacteria,Desulfobacterota_G_459543,Desulfobacteria,Desulfobacterales,BuS5,BuS5,BuS5 sp000472805,1.0
G000472865,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Bradyrhizobium_503403,Bradyrhizobium elkanii_A_502894,1.0
G000473085,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Azorhizobium,Azorhizobium doebereinerae,1.0
G000473205,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,Pseudophaeobacter arcticus,1.0
G000474945,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Solimonas_A_608419,Solimonas_A_608419 soli,1.0
G000475255,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_637066,Oleiphilaceae_637066,Marinobacter_A_637054,Marinobacter_A_637054 vinifirmus,1.0
G000475415,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641030,Halomonadaceae_641030,Halomonas_640314,Halomonas shengliensis,1.0
G000478195,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Limnoraphis,Limnoraphis aestuarii,1.0
G000478825,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_B,Synechocystis,Synechocystis sp000478825,1.0
G000482625,Bacteria,Gemmatimonadota,Gemmatimonadetes,Longimicrobiales,UBA6960,UBA2982,Unassigned,1.0
G000483025,Bacteria,Desulfobacterota_G_459543,Desulfobacteria,Desulfobacterales,JAFDCJ01,JAFDCJ01,JAFDCJ01 sp902749685,1.0
G000484715,Bacteria,SAR324,SAR324,SAR324,NAC60-12,Arctic96AD-7,Arctic96AD-7 sp002685535,1.0
G000484995,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,Unassigned,1.0
G000485815,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,MRBY01,Limnothrix,Limnothrix sp002356215,1.0
G000487995,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Mucispirillaceae,Mucispirillum,Mucispirillum schaedleri,1.0
G000492175,Bacteria,Bacillota_A_368345,Clostridia_258483,Oscillospirales,Oscillospiraceae_88309,Lawsonibacter,Lawsonibacter sp000492175,1.0
G000493965,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,Aminicenantaceae,Aminicenans,Aminicenans sakinawicola,1.0
G000494065,Bacteria,Marinisomatota,UBA2242,UBA2242,UBA2242,0-14-0-20-45-22,Unassigned,1.0
G000494725,Bacteria,Marinisomatota,Marinisomatia,Marinisomatales,TCS55,TCS55,Unassigned,1.0
G000495255,Bacteria,Bacillota_I,Bacilli_A,Acholeplasmatales,Acholeplasmataceae,Phytoplasma,Phytoplasma tritici,1.0
G000496075,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Tepidamorphaceae,Lutibaculum,Lutibaculum baratangense,1.0
G000496215,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halonotius,Halonotius sp000496215,1.0
G000496475,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,RS62,RS62 sp000496475,1.0
G000497405,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp000497405,1.0
G000497755,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Aliihoeflea,Aliihoeflea sp000497755,1.0
G000498475,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium cauense,1.0
G000498575,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_E_648040,Pseudomonas_E_648040 taeanensis,1.0
G000503895,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Hyphomicrobiaceae,Hyphomicrobium_C,Hyphomicrobium_C zavarzinii,1.0
G000503915,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA1020,UBA1020,UBA1020 sp000503915,1.0
G000504165,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306089,Bacillaceae_H_289398,Bacillus_BA,Bacillus_BA fengqiuensis,1.0
G000504185,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ponticoccus,Ponticoccus alexandrii,1.0
G000504225,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Pelagibacter_A_533952,Pelagibacter_A_533952 sp902604545,1.0
G000504285,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Catenulisporaceae,Actinospica_394695,Actinospica robiniae,1.0
G000509225,Bacteria,Pseudomonadota,Alphaproteobacteria,Parvibaculales,Parvibaculaceae,Mf105b01,Mf105b01 sp000509225,1.0
G000511385,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Phaeobacter,Phaeobacter gallaeciensis,1.0
G000511655,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Psychrobacter,Psychrobacter sp000511655,1.0
G000511875,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650612,Porticoccaceae,HTCC2207,HTCC2207 sp000511875,1.0
G000511935,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Zhouia,Zhouia amylolytica,1.0
G000512205,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_D,Sphingomonas_D sanxanigenens,1.0
G000512235,Bacteria,Desulfobacterota_G_459544,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,Syntrophorhabdus aromaticivorans,1.0
G000512895,Bacteria,Bacillota_B_370539,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,Dehalobacter,Dehalobacter restrictus,1.0
G000513475,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,Babela,Babela massiliensis,1.0
G000513735,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Vibrionaceae,Salinivibrio,Salinivibrio socompensis,1.0
G000515315,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,Sediminibacterium sp000515315,1.0
G000515395,Bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,Jiangella gansuensis,1.0
G000516555,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,P52-10,P52-10 sp000516555,1.0
G000517025,Bacteria,Bacillota_F,Halanaerobiia,Halobacteroidales,Halobacteroidaceae,Halonatronum,Halonatronum saccharophilum,1.0
G000517385,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,DSM-18226_301387,Mesobacillus_A_295502,Mesobacillus_A_295502 boroniphilus,1.0
G000517425,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_726016,Sodalis_A,Sodalis_A praecaptivus,1.0
G000518365,Bacteria,Pseudomonadota,Alphaproteobacteria,ATCC43930_507931,Stellaceae_507931,Stella,Unassigned,1.0
G000518485,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Olleya,Olleya marilimosa,1.0
G000518585,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Agrobacterium,Agrobacterium larrymoorei,1.0
G000518785,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Allorhizobium_499964,Allorhizobium selenitireducens,1.0
G000519005,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp000519005,1.0
G000519045,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azonexus,Azonexus agitatus,1.0
G000521465,Bacteria,Bacillota_A_368345,Clostridia_258483,Acetivibrionales,Acetivibrionaceae,Hungateiclostridium,Hungateiclostridium straminisolvens,1.0
G000521765,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Pasteurellaceae,Bibersteinia,Bibersteinia trehalosi,1.0
G000521785,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax_489005,Roseivivax halodurans,1.0
G000521865,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax_489005,Roseivivax isoporae,1.0
G000522425,Bacteria,Tectomicrobia,Entotheonellia,Entotheonellales,Entotheonellaceae,Entotheonella,Entotheonella factor,1.0
G000522465,Bacteria,Campylobacterota_A,Campylobacteria,Campylobacterales,Arcobacteraceae,Aliarcobacter_475806,Aliarcobacter cibarius,1.0
G000526175,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Xanthobacter_502409,Xanthobacter aminoxidans,1.0
G000526635,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Aquamicrobium_A_498474,Aquamicrobium_A sp000526635,1.0
G000526715,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,Hydrogenovibrio kuenenii,1.0
G000526735,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,Ruminococcus_B,Ruminococcus_B gnavus,1.0
G000550805,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Corynebacterium,Corynebacterium vitaeruminis,1.0
G000559085,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium aromaticivorans,1.0
G000565015,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas_A,Porphyromonas_A catoniae,1.0
G000565325,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Vibrionaceae,Salinivibrio,Salinivibrio socompensis,1.0
G000568405,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Alteromonadaceae,Catenovulum,Catenovulum agarivorans_A_661320,1.0
G000568555,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Mesorhizobium_I,Mesorhizobium_I terrae,1.0
G000576425,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermabacteraceae,Brachybacterium,Brachybacterium phenoliresistens,1.0
G000582785,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Geodermatophilaceae,Blastococcus,Blastococcus massiliensis,1.0
G000585625,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Pseudaminobacter_498387,Unassigned,1.0
G000590475,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Stutzerimonas_648792,Stutzerimonas stutzeri_D_648421,1.0
G000590925,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseibacterium,Roseibacterium elongatum,1.0
G000591415,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641030,Halomonadaceae_641030,Cobetia,Cobetia crustatorum,1.0
G000597725,Bacteria,Campylobacterota_A,Campylobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum_A,Sulfurospirillum_A arcachonense,1.0
G000600335,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium mesophilum,1.0
G000600975,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,Limimaricola hongkongensis,1.0
G000601485,Bacteria,Myxococcota_A_473307,Polyangia_463783,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces apiculatus,1.0
G000612685,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595373,Castellaniella,Castellaniella defragrans,1.0
G000612825,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium mageritense,1.0
G000613985,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,Prevotella nanceiensis,1.0
G000615365,Bacteria,Bacillota_I,Bacilli_A,Lactobacillales,Lactobacillaceae,Latilactobacillus,Latilactobacillus sakei,1.0
G000619905,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosospira,Nitrosospira briensis,1.0
G000620625,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp000620625,1.0
G000620645,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp000620645,1.0
G000620665,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomicrobium_483246,Sphingomicrobium sp000620665,1.0
G000620685,Bacteria,Pseudomonadota,Alphaproteobacteria,Dongiales,Dongiaceae,Dongia_A,Unassigned,1.0
G000620705,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp000620705,1.0
G000620765,Bacteria,Desulfobacterota_G_459543,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfovermiculus,Desulfovermiculus halophilus,1.0
G000620785,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia acaciae,1.0
G000621125,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Maribacter_A_823795,Maribacter_A_823795 antarcticus,1.0
G000621665,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Allorhizobium_500055,Allorhizobium undicola,1.0
G000622145,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus yeei,1.0
G000622365,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter_E_490551,Sulfitobacter_E_490551 noctilucae,1.0
G000622425,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter_E_490551,Sulfitobacter_E_490551 guttiformis,1.0
G000622895,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,AVCC01,AVCC01 sp000622895,1.0
G000632125,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingobium_A_485959,Sphingobium_A_485959 herbicidovorans,1.0
G000632455,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_660879,Moraxellaceae,Acinetobacter,Acinetobacter sp000632455,1.0
G000632985,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales_A,Anaplasmataceae_550576,Neorickettsia,Neorickettsia helminthoeca,1.0
G000633215,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 sp001595495,1.0
G000633375,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Flavobacterium,Flavobacterium odoratimimum,1.0
G000633415,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter sp000633415,1.0
G000633935,Bacteria,Pseudomonadota,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Ectothiorhodospira_607897,Ectothiorhodospira variabilis,1.0
G000635455,Bacteria,Cyanobacteriota,Cyanobacteriia,PCC-6307,Cyanobiaceae,Prochlorococcus_A,Prochlorococcus_A sp000635495,1.0
G000647675,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter_E_490551,Sulfitobacter_E_490551 pontiacus,1.0
G000685355,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 sp000685355,1.0
G000685395,Archaea,Thermoproteota,Nitrososphaeria_A,Nitrososphaerales,Nitrosopumilaceae,Nitrosotenuis,Nitrosotenuis chungbukensis,1.0
G000686005,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Phyllobacterium_498579,Phyllobacterium pellucidum,1.0
G000687435,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Acidimangrovimonas,Acidimangrovimonas indica,1.0
G000688035,Bacteria,Bacillota_A_368345,Clostridia_258483,Saccharofermentanales,Saccharofermentanaceae,Saccharofermentans,Saccharofermentans sp900176545,1.0
G000688095,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Baekduia,Baekduia woesei_A,1.0
G000688235,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A_505895,Terasakiellaceae,Terasakiella,Terasakiella pusilla,1.0
G000688295,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola_C_490794,Pseudooceanicola_C_490794 nanhaiensis,1.0
G000688335,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Psychroserpens_827577,Psychroserpens sp000688335,1.0
G000688515,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Afifellaceae,Afifella,Afifella pfennigii,1.0
G000691225,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641035,Nitrincolaceae,Nitrincola,Nitrincola lacisaponensis,1.0
G000695095,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas phototrophica,1.0
G000696095,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Rhizobium_C_501058,Rhizobium_C_501058 rhizogenes,1.0
G000696485,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_641030,Halomonadaceae_641030,Vreelandella_640984,Vreelandella alkaliphila,1.0
G000697965,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Ensifer_A_499891,Ensifer_A_499891 adhaerens,1.0
G000699585,Bacteria,Bacillota_A_368345,Clostridia_258483,Peptostreptococcales,Peptostreptococcaceae_256921,Peptoclostridium_A,Peptoclostridium_A litorale,1.0
G000701345,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Bradyrhizobium_503405,Bradyrhizobium sp000701345,1.0
G000701445,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas bacteroides,1.0
G000701465,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Paraoerskovia,Paraoerskovia marina,1.0
G000701725,Bacteria,Bacillota_I,Bacilli_A,Erysipelotrichales,Erysipelotrichaceae,Bulleidia,Bulleidia sp000701725,1.0
G000702325,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,Thiomicrorhabdus sp000702325,1.0
G000702465,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Geodermatophilaceae,Blastococcus,Blastococcus colisei,1.0
G000702525,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,FD2005,FD2005 sp000702525,1.0
G000703065,Bacteria,Bacillota_A_368345,Clostridia_258483,Lachnospirales,Lachnospiraceae,Eubacterium_Q,Eubacterium_Q sp000703065,1.0
G000708045,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_637066,Oleiphilaceae_637066,Marinobacter_A_637054,Marinobacter_A_637054 nitratireducens,1.0
G000710735,Bacteria,Pseudomonadota,Gammaproteobacteria,Francisellales,Francisellaceae,Allofrancisella,Allofrancisella frigidaquae,1.0
G000710775,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas elysicola,1.0
G000710935,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,Iodidimonas,Iodidimonas sp000710935,1.0
G000711215,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanomicrobium,Methanomicrobium mobile,1.0
G000711225,Bacteria,Desulfobacterota_G_459546,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Seleniibacterium,Seleniibacterium seleniigenes,1.0
G000711245,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Polycyclovorans,Polycyclovorans algicola,1.0
G000711305,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Hydrogenovibrio,Hydrogenovibrio thermophilus,1.0
G000711735,Bacteria,Desulfobacterota_G_459543,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Maridesulfovibrio frigidus,1.0
G000711955,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Nevskiaceae,Nevskia_608436,Nevskia soli,1.0
G000714545,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thioclava_493283,Thioclava indica,1.0
G000714765,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Erythrobacter_484373,Erythrobacter aurantius,1.0
G000715015,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Erythrobacter_484373,Erythrobacter longus,1.0
G000718095,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces scopuliridis,1.0
G000722635,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas numazuensis,1.0
G000723205,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Flavobacteriaceae,Formosa_826571,Formosa agariphila,1.0
G000723565,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,Bombella intestini,1.0
G000724545,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,Aureispira sp000724545,1.0
G000725405,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Dermacoccus,Dermacoccus nishinomiyaensis,1.0
